stop_id,stop_name,stop_lat,stop_lon,location_type
478,Round Barn Blvd. @ Hilton Hotel,38.476795,-122.727287,0
479,Round Barn Blvd. @ Kaiser offices,38.478142,-122.728073,0
480,Round Barn Blvd. @ Vineyard Commons,38.480755,-122.727112,0
482,Santa Rosa Ave. @ Flower,38.423977,-122.7136,0
483,Hearn Ave. @ Dowd St.,38.414326,-122.720467,0
484,Sebastopol Rd. @ 3951 Sebastopol Rd.,38.425049,-122.764687,0
486,Piner Rd. @ Airway Dr.,38.471935,-122.737099,0
487,College Ave. @ Mendocino Ave.,38.445534,-122.717018,0
488,College Ave. @ E St. (SR Middle School),38.445351,-122.710541,0
489,College Ave. @ Orchard St.,38.445435,-122.713264,0
490,College Ave. @ Brookwood Ave.,38.445286,-122.708366,0
491,E Street @ Cherry St. (SRMS),38.444305,-122.711052,0
492,Summerfield Rd.  @ Shade Tree,38.440548,-122.661148,0
493,Summerfield Rd. @ Carissa Ave.,38.437229,-122.659515,0
494,Summerfield Rd. @ Horseshoe (south),38.432022,-122.660507,0
495,Santa Rosa Ave. @ Maple Ave.,38.432068,-122.711288,0
496,Bethards Dr. @ Tachevah St.,38.428143,-122.6642,0
497,9th St. @ Davis St.,38.442387,-122.722229,0
498,Summerfield Rd. @ Hoen (Warrack Hosp),38.441959,-122.66214,0
499,Santa Rosa Ave. @ Mill St.,38.434116,-122.711739,0
501,Summerfield Rd. @ Horseshoe (north),38.435047,-122.659607,0
503,Yulupa Ave. @ Tacheva St.,38.431465,-122.668175,0
504,Yulupa Ave. @ Sacramento Ave.,38.435921,-122.66864,0
507,Kawana Springs Rd. @ Meadow Wy.,38.416328,-122.708183,0
510,Santa Rosa Ave. @ 1993 (Cross to SR Marketplace),38.418957,-122.713669,0
511,Santa Rosa Ave. @ Kawana Springs Rd.,38.416,-122.713432,0
512,Sebastopol Rd. @ Doubles Dr.,38.425323,-122.760262,0
513,Sebastopol Rd. @ Mattson Rd. (Pacific Bell),38.425728,-122.755013,0
514,Bennett Valley Rd. @ Fairgrounds,38.432812,-122.70208,0
515,Bennett Valley Rd. @ Gordon Ln.,38.433533,-122.695976,0
516,Farmers Ln. @ Neotomas Ave. (s),38.433796,-122.68821,0
517,Santa Rosa Ave. @ SR Marketplace,38.419453,-122.713409,0
518,Neotomas @ 1430 (Orenda Center),38.433559,-122.686279,0
519,Post Ranch Rd. @ Townview Ave.,38.435089,-122.683372,0
520,Petaluma Hill Rd. @ Aston Ave.,38.423634,-122.707916,0
521,Guerneville Rd. @ Ridley Ave.,38.452576,-122.745972,0
522,Townview Ave. @ Vista Sonoma Apts.,38.435757,-122.685471,0
523,Townview Ln. @ Neotomas Ave.,38.43396,-122.687279,0
524,Patio Ct. @ Hahman Dr.,38.442051,-122.685295,0
525,Wright Rd. @ Catholic school,38.423286,-122.768845,0
527,Yolanda Ave. @ Petaluma Hill Rd. (Goodwill),38.413292,-122.70639,0
